from,to,cost
13,22,906.720622717565
22,25,453.1501396954832
25,22,453.1501396954832
22,41,2077.616474860921
41,22,2077.616474860921
22,3,3421.1243995456234
3,22,3421.1243995456234
22,1,3992.666395160667
1,22,3992.666395160667
22,43,3056.8731906112835
43,22,3056.8731906112835
22,23,395.14075221320667
23,22,395.14075221320667
22,20,693.4643110949424
20,22,693.4643110949424
22,24,1066.237393397876
24,22,1066.237393397876
22,49,3779.208395122585
49,22,3779.208395122585
22,2,3759.700545229401
2,22,3759.700545229401
22,48,3756.02984069491
48,22,3756.02984069491
22,34,1746.7559135682093
34,22,1746.7559135682093
22,19,1269.0833531159055
19,22,1269.0833531159055
22,46,2863.5425330288735
46,22,2863.5425330288735
22,44,3267.1074128058585
44,22,3267.1074128058585
22,33,3026.3631430094642
33,22,3026.3631430094642
22,39,2001.1906483827122
39,22,2001.1906483827122
22,15,1333.142519809586
15,22,1333.142519809586
22,35,1256.2855796021772
35,22,1256.2855796021772
22,36,1014.5532681146904
36,22,1014.5532681146904
22,40,2295.799315605591
40,22,2295.799315605591
22,38,1371.3452306774386
38,22,1371.3452306774386
22,42,2684.6518204598206
42,22,2684.6518204598206
16,9,1766.4178433607767
9,16,1766.4178433607767
16,21,793.178288001421
21,16,793.178288001421
16,17,1269.9447473460268
17,16,1269.9447473460268
16,10,2023.858821131084
10,16,2023.858821131084
16,29,2056.755838583489
29,16,2056.755838583489
16,28,2019.5362405447743
28,16,2019.5362405447743
16,31,2763.02483976703
31,16,2763.02483976703
16,11,2515.833351754857
11,16,2515.833351754857
16,26,1383.4820893484296
26,16,1383.4820893484296
16,12,1707.8930950605184
12,16,1707.8930950605184
16,13,855.9475998788837
13,16,855.9475998788837
16,25,1497.4261749651314
25,16,1497.4261749651314
16,41,2798.970907732475
41,16,2798.970907732475
16,3,3399.8596431246447
3,16,3399.8596431246447
16,1,4000.3817360069133
1,16,4000.3817360069133
16,43,3678.6042924785106
43,16,3678.6042924785106
16,23,1065.430362982982
23,16,1065.430362982982
16,20,519.7061490222051
20,16,519.7061490222051
16,24,1041.3967487720658
24,16,1041.3967487720658
16,49,4111.254413202682
49,16,4111.254413202682
16,2,3627.7762487975715
2,16,3627.7762487975715
16,48,4182.887695623874
48,16,4182.887695623874
16,34,2716.91700496864
34,16,2716.91700496864
16,19,470.93459317739365
19,16,470.93459317739365
16,46,3336.6959875331013
46,16,3336.6959875331013
16,44,3858.732416751658
44,16,3858.732416751658
16,33,3946.253956890407
33,16,3946.253956890407
16,39,2889.094734593551
39,16,2889.094734593551
16,15,445.16408365654655
15,16,445.16408365654655
16,35,2224.515902391756
35,16,2224.515902391756
16,36,1915.3385788625894
36,16,1915.3385788625894
16,40,3080.185444848749
40,16,3080.185444848749
16,38,2216.107858215512
38,16,2216.107858215512
16,42,3366.325678389807
42,16,3366.325678389807
9,21,1392.0895785817927
21,9,1392.0895785817927
9,17,778.9956735579583
17,9,778.9956735579583
9,10,289.16614225911934
10,9,289.16614225911934
9,29,1668.8334927247656
29,9,1668.8334927247656
9,28,2042.6616499772667
28,9,2042.6616499772667
9,31,1828.283194107376
31,9,1828.283194107376
9,11,761.3022557357536
11,9,761.3022557357536
9,26,2182.233524077499
26,9,2182.233524077499
9,12,433.7038268063462
12,9,433.7038268063462
9,13,910.8022982350265
13,9,910.8022982350265
9,25,1654.396618003083
25,9,1654.396618003083
9,41,1184.7330046542318
41,9,1184.7330046542318
9,3,2026.533991527097
3,9,2026.533991527097
9,1,2580.4599564465543
1,9,2580.4599564465543
9,43,1934.0238144244188
43,9,1934.0238144244188
9,23,1814.078051014468
23,9,1814.078051014468
9,20,1815.0835492799183
20,9,1815.0835492799183
9,24,2394.254255650978
24,9,2394.254255650978
9,49,2399.450444468785
49,9,2399.450444468785
9,2,2404.337443590219
2,9,2404.337443590219
9,48,2431.692814225243
48,9,2431.692814225243
9,34,1606.6196348559897
34,9,1606.6196348559897
9,19,2210.596838425866
19,9,2210.596838425866
9,46,1571.2786879834634
46,9,1571.2786879834634
9,44,2101.6856382239193
44,9,2101.6856382239193
9,33,2516.0205732648715
33,9,2516.0205732648715
9,39,1528.0647728098022
39,9,1528.0647728098022
9,15,1619.9575913435172
15,9,1619.9575913435172
9,35,1294.0610604626843
35,9,1294.0610604626843
9,36,1004.827687374723
36,9,1004.827687374723
9,40,1509.7673727718695
40,9,1509.7673727718695
9,38,985.9094178031125
38,9,985.9094178031125
9,42,1665.641185238387
42,9,1665.641185238387
21,17,663.7972843408571
17,21,663.7972843408571
21,10,1576.1397414515948
10,21,1576.1397414515948
21,29,1263.934824679051
29,21,1263.934824679051
21,28,1271.0953398571878
28,21,1271.0953398571878
21,31,1983.8908676638646
31,21,1983.8908676638646
21,11,2139.4519575457884
11,21,2139.4519575457884
21,26,890.1121249794637
26,21,890.1121249794637
21,12,1157.8853764084652
12,21,1157.8853764084652
21,13,710.5651667191277
13,21,710.5651667191277
21,25,732.0416924571451
25,21,732.0416924571451
21,41,2193.984763269146
41,21,2193.984763269146
21,3,3327.473762195082
3,21,3327.473762195082
21,1,3911.0183209946854
1,21,3911.0183209946854
21,43,3147.679197980598
43,21,3147.679197980598
21,23,487.68881361450605
23,21,487.68881361450605
21,20,493.2151907220504
20,21,493.2151907220504
21,24,1005.2213170174454
24,21,1005.2213170174454
21,49,3785.0212053797545
49,21,3785.0212053797545
21,2,3641.3762310290545
2,21,3641.3762310290545
21,48,3789.845088513835
48,21,3789.845088513835
21,34,1963.2170557273655
34,21,1963.2170557273655
21,19,1042.8852959639491
19,21,1042.8852959639491
21,46,2904.320797045104
46,21,2904.320797045104
21,44,3349.457673217977
44,21,3349.457673217977
21,33,3225.7947551878856
33,21,3225.7947551878856
21,39,2182.525911090747
39,21,2182.525911090747
21,15,1053.2256506236338
15,21,1053.2256506236338
21,35,1468.401069221354
35,21,1468.401069221354
21,36,1189.2348529562748
36,21,1189.2348529562748
21,40,2438.2074303364934
40,21,2438.2074303364934
21,38,1526.8559536268274
38,21,1526.8559536268274
21,42,2792.9967429072376
42,21,2792.9967429072376
17,10,923.1605619730436
10,17,923.1605619730436
17,29,1108.401943623009
29,17,1108.401943623009
17,28,1366.144673032632
28,17,1366.144673032632
17,31,1597.8726074341425
31,17,1597.8726074341425
17,11,1495.5795250155134
11,17,1495.5795250155134
17,26,1403.2898149417315
26,17,1403.2898149417315
17,12,494.08809570730347
12,17,494.08809570730347
17,13,602.8918311468801
13,17,602.8918311468801
17,25,906.9561351076175
25,17,906.9561351076175
17,41,1552.0981195405964
41,17,1552.0981195405964
17,3,2791.150528158779
3,17,2791.150528158779
17,1,3354.8119499559543
1,17,3354.8119499559543
17,43,2488.207417088626
43,17,2488.207417088626
17,23,1040.7111859808754
23,17,1040.7111859808754
17,20,1141.0096086862525
20,17,1141.0096086862525
17,24,1662.0911111509097
24,17,1662.0911111509097
17,49,3139.1206726385963
49,17,3139.1206726385963
17,2,3147.295225585676
2,17,3147.295225585676
17,48,3131.094856953766
48,17,3131.094856953766
17,34,1492.248689637543
34,17,1492.248689637543
17,19,1637.5170535549933
19,17,1637.5170535549933
17,46,2243.0042335444605
46,17,2243.0042335444605
17,44,2687.5586449880457
44,17,2687.5586449880457
17,33,2681.847911096433
33,17,2681.847911096433
17,39,1623.1507782302645
39,17,1623.1507782302645
17,15,1323.0107625737508
15,17,1323.0107625737508
17,35,1021.5740251268252
35,17,1021.5740251268252
17,36,683.0463032816555
36,17,683.0463032816555
17,40,1817.7061641385437
40,17,1817.7061641385437
17,38,948.9908130117803
38,17,948.9908130117803
17,42,2142.0728346723035
42,17,2142.0728346723035
10,29,1630.1166795530341
29,10,1630.1166795530341
10,28,2049.469924061407
28,10,2049.469924061407
10,31,1658.9764494310823
31,10,1658.9764494310823
10,11,576.4518735173361
11,10,576.4518735173361
10,26,2304.3079710480465
26,10,2304.3079710480465
10,12,457.7544064966601
12,10,457.7544064966601
10,13,1173.85415953391
13,10,1173.85415953391
10,25,1723.7144449385
25,10,1723.7144449385
10,41,899.8311814424536
41,10,899.8311814424536
10,3,2006.4205655774642
3,10,2006.4205655774642
10,1,2526.6164844134933
1,10,2526.6164844134933
10,43,1659.1123822529066
43,10,1659.1123822529066
10,23,1959.2375346143053
23,10,1959.2375346143053
10,20,2027.4077862575718
20,10,2027.4077862575718
10,24,2580.6433497375438
24,10,2580.6433497375438
10,49,2216.199249570971
49,10,2216.199249570971
10,2,2416.9278523887333
2,10,2416.9278523887333
10,48,2214.60135612075
48,10,2214.60135612075
10,34,1411.4804267128916
34,10,1411.4804267128916
10,19,2456.4345589439304
19,10,2456.4345589439304
10,46,1334.7655481923325
46,10,1334.7655481923325
10,44,1834.9578347949976
44,10,1834.9578347949976
10,33,2241.60704639187
33,10,2241.60704639187
10,39,1281.2700066697375
39,10,1281.2700066697375
10,15,1900.8792475878142
15,10,1900.8792475878142
10,35,1171.2650925552664
35,10,1171.2650925552664
10,36,937.3141754115304
36,10,937.3141754115304
10,40,1226.934398688853
40,10,1226.934398688853
10,38,817.6670613235729
38,10,817.6670613235729
10,42,1378.8489684527476
42,10,1378.8489684527476
29,28,492.0996329682689
28,29,492.0996329682689
29,31,829.6589416930723
31,29,829.6589416930723
29,11,2140.5415525299254
11,29,2140.5415525299254
29,26,1234.8001904688576
26,29,1234.8001904688576
29,12,1235.388721284723
12,29,1235.388721284723
29,13,1675.0630643858742
13,29,1675.0630643858742
29,25,625.7681339830058
25,29,625.7681339830058
29,41,1660.4875115236807
41,29,1660.4875115236807
29,3,3635.6408120791975
3,29,3635.6408120791975
29,1,4141.022752926277
1,29,4141.022752926277
29,43,2641.9518644406808
43,29,2641.9518644406808
29,23,1167.9407924773975
23,29,1167.9407924773975
29,20,1664.148440060988
20,29,1664.148440060988
29,24,1844.100163095685
24,29,1844.100163095685
29,49,3629.0904583621705
49,29,3629.0904583621705
29,2,4045.4836921124224
2,29,4045.4836921124224
29,48,3507.9728889261737
48,29,3507.9728889261737
29,34,951.9635043693278
34,29,951.9635043693278
29,19,2241.071397724822
19,29,2241.071397724822
29,46,2643.606133393433
46,29,2643.606133393433
29,44,2870.2893872509535
44,29,2870.2893872509535
29,33,2218.4356509513796
33,29,2218.4356509513796
29,39,1329.2138855370506
39,29,1329.2138855370506
29,15,2280.1103737837047
15,29,2280.1103737837047
29,35,601.6722918936306
35,29,601.6722918936306
29,36,694.6481845413672
36,29,694.6481845413672
29,40,1748.7734711276796
40,29,1748.7734711276796
29,38,954.0503185143907
38,29,954.0503185143907
29,42,2231.889569275736
42,29,2231.889569275736
28,31,1241.774444422209
31,28,1241.774444422209
28,11,2586.7163000429045
11,28,2586.7163000429045
28,26,898.913891390885
26,28,898.913891390885
28,12,1620.2560958984377
12,28,1620.2560958984377
28,13,1845.978708119544
13,28,1845.978708119544
28,25,540.8974114454355
25,28,540.8974114454355
28,41,2151.615982808464
41,28,2151.615982808464
28,3,4051.1857931388276
3,28,4051.1857931388276
28,1,4575.305624433277
1,28,4575.305624433277
28,43,3133.9727171714962
43,28,3133.9727171714962
28,23,989.4469121655678
23,28,989.4469121655678
28,20,1550.4235168283392
20,28,1550.4235168283392
28,24,1561.6273049624008
24,28,1561.6273049624008
28,49,4109.84163159317
49,28,4109.84163159317
28,2,4444.758911941552
2,28,4444.758911941552
28,48,3996.472723545898
48,28,3996.472723545898
28,34,1416.2920824384726
34,28,1416.2920824384726
28,19,2099.916103454651
19,28,2099.916103454651
28,46,3127.118228954159
46,28,3127.118228954159
28,44,3362.365041107328
44,28,3362.365041107328
28,33,2642.782441473206
33,28,2642.782441473206
28,39,1810.257104369822
39,28,1810.257104369822
28,15,2324.0434775657827
15,28,2324.0434775657827
28,35,1093.414346353124
35,28,1093.414346353124
28,36,1140.3077473031112
36,28,1140.3077473031112
28,40,2238.3418684348453
40,28,2238.3418684348453
28,38,1435.6715474055216
38,28,1435.6715474055216
28,42,2723.7094578777696
42,28,2723.7094578777696
31,11,2000.8403918010915
11,31,2000.8403918010915
31,26,2063.4816355127396
26,31,2063.4816355127396
31,12,1447.8891242929822
12,31,1447.8891242929822
31,13,2199.4669028012186
13,31,2199.4669028012186
31,25,1443.4557677567414
25,31,1443.4557677567414
31,41,1232.045473456387
41,31,1232.045473456387
31,3,3526.777384186089
3,31,3526.777384186089
31,1,3951.324751588842
1,31,3951.324751588842
31,43,2080.680150737585
43,31,2080.680150737585
31,23,1980.0523071842701
23,31,1980.0523071842701
31,20,2433.99695772342
20,31,2433.99695772342
31,24,2669.5767826764923
24,31,2669.5767826764923
31,49,3220.8001430615036
49,31,3220.8001430615036
31,2,3975.4110482673445
2,31,3975.4110482673445
31,48,3027.9446528033027
48,31,3027.9446528033027
31,34,300.14600196450306
34,31,300.14600196450306
31,19,3010.2870224455196
19,31,3010.2870224455196
31,46,2246.733991142854
46,31,2246.733991142854
31,44,2307.944910652412
44,31,2307.944910652412
31,33,1401.6308300562946
33,31,1401.6308300562946
31,39,703.3842060319865
39,31,703.3842060319865
31,15,2905.9334842038415
15,31,2905.9334842038415
31,35,581.0808489574245
35,31,581.0808489574245
31,36,925.3513737679353
36,31,925.3513737679353
31,40,1169.352065836107
40,31,1169.352065836107
31,38,845.5974187640547
38,31,845.5974187640547
31,42,1675.3290334663443
42,31,1675.3290334663443
11,26,2880.6708582310166
26,11,2880.6708582310166
11,12,1032.7977784872871
12,11,1032.7977784872871
11,13,1661.1169605540601
13,11,1661.1169605540601
11,25,2292.483454655874
25,11,2292.483454655874
11,41,905.5327592806534
41,11,905.5327592806534
11,3,1531.407444427764
3,11,1531.407444427764
11,1,2003.2245022526467
1,11,2003.2245022526467
11,43,1281.5235739852033
43,11,1281.5235739852033
11,23,2534.3403016157085
23,11,2534.3403016157085
11,20,2574.7358034597914
20,11,2574.7358034597914
11,24,3144.5588419154233
24,11,3144.5588419154233
11,49,1645.6910748560808
49,11,1645.6910748560808
11,2,1974.961187399684
2,11,1974.961187399684
11,48,1671.2321351938876
48,11,1671.2321351938876
11,34,1715.638070889788
34,11,1715.638070889788
11,19,2966.944022067943
19,11,2966.944022067943
11,46,829.1997536708383
46,11,829.1997536708383
11,44,1411.408665082016
44,11,1411.408665082016
11,33,2216.5838209481667
33,11,2216.5838209481667
11,39,1452.0993817317446
39,11,1452.0993817317446
11,15,2326.639082147457
15,11,2326.639082147457
11,35,1613.3492698081882
35,11,1613.3492698081882
11,36,1449.8921765413436
36,11,1449.8921765413436
11,40,1202.6817695391562
40,11,1202.6817695391562
11,38,1229.9947537317375
38,11,1229.9947537317375
11,42,1125.260845101037
42,11,1125.260845101037
26,12,1848.6361699718282
12,26,1848.6361699718282
26,13,1600.665472331226
13,26,1600.665472331226
26,25,671.0918603486689
25,26,671.0918603486689
26,41,2707.2152950582786
41,26,2707.2152950582786
26,3,4179.657507330486
3,26,4179.657507330486
26,1,4752.100671702179
1,26,4752.100671702179
26,43,3705.3450416470278
43,26,3705.3450416470278
26,23,402.4263407561775
23,26,402.4263407561775
26,20,863.7810450006416
20,26,863.7810450006416
26,24,669.2331598833649
24,26,669.2331598833649
26,49,4508.903441455374
49,26,4508.903441455374
26,2,4512.616084684868
2,26,4512.616084684868
26,48,4463.510322245292
48,26,4463.510322245292
26,34,2170.4028852638844
34,26,2170.4028852638844
26,19,1311.46579674301
19,26,1311.46579674301
26,46,3570.231876250454
46,26,3570.231876250454
26,44,3924.5655955237453
44,26,3924.5655955237453
26,33,3450.888046915512
33,26,3450.888046915512
26,39,2509.5519385478656
39,26,2509.5519385478656
26,15,1784.7953362603523
15,26,1784.7953362603523
26,35,1735.1181403772903
35,26,1735.1181403772903
26,36,1605.642823147928
36,26,1605.642823147928
26,40,2876.1118634649447
40,26,2876.1118634649447
26,38,1967.2163019625364
38,26,1967.2163019625364
26,42,3313.3018508428713
42,26,3313.3018508428713
12,13,911.1641927444701
13,12,911.1641927444701
12,25,1268.1367306012303
25,12,1268.1367306012303
12,41,1091.5034677615224
41,12,1091.5034677615224
12,3,2433.054018989629
3,12,2433.054018989629
12,1,2969.589645648185
1,12,2969.589645648185
12,43,1999.2111085225015
43,12,1999.2111085225015
12,23,1511.4163595965176
23,12,1511.4163595965176
12,20,1631.551230824346
20,12,1631.551230824346
12,24,2153.7890687296767
24,12,2153.7890687296767
12,49,2664.0480217008167
49,12,2664.0480217008167
12,2,2824.9939057999018
2,12,2824.9939057999018
12,48,2642.3911776982586
48,12,2642.3911776982586
12,34,1260.0593245927291
34,12,1260.0593245927291
12,19,2107.0902790786968
19,12,2107.0902790786968
12,46,1751.9711584653378
46,12,1751.9711584653378
12,44,2195.635864577842
44,12,2195.635864577842
12,33,2317.928158169715
33,12,2317.928158169715
12,39,1273.7083194249417
39,12,1273.7083194249417
12,15,1673.1597272339118
15,12,1673.1597272339118
12,35,887.531513886631
35,12,887.531513886631
12,36,577.3317747734812
36,12,577.3317747734812
12,40,1382.2552300753498
40,12,1382.2552300753498
12,38,638.6302067082753
38,12,638.6302067082753
12,42,1664.2051030561659
42,12,1664.2051030561659
13,25,1321.9178961824018
25,13,1321.9178961824018
13,41,1991.1277575255785
41,13,1991.1277575255785
13,3,2667.2880304494215
3,13,2667.2880304494215
13,1,3260.7466464314602
1,13,3260.7466464314602
13,43,2832.6024191846973
43,13,2832.6024191846973
13,23,1198.2392162994079
23,13,1198.2392162994079
13,20,986.9638431219903
20,13,986.9638431219903
13,24,1609.2603613359584
24,13,1609.2603613359584
13,49,3270.701879707088
49,13,3270.701879707088
13,2,2955.534190494412
2,13,2955.534190494412
13,48,3330.3789082135727
48,13,3330.3789082135727
13,34,2080.7471690364196
34,13,2080.7471690364196
13,19,1307.2060469483033
19,13,1307.2060469483033
13,46,2480.753897512309
46,13,2480.753897512309
13,44,3007.84020340213
44,13,3007.84020340213
13,33,3221.5853079868034
33,13,3221.5853079868034
13,39,2167.822323744452
39,13,2167.822323744452
13,15,762.1361526024848
15,13,762.1361526024848
13,35,1621.0001061415608
35,13,1621.0001061415608
13,36,1278.8622959620204
36,13,1278.8622959620204
13,40,2291.2007976250866
40,13,2291.2007976250866
13,38,1502.1800487475768
38,13,1502.1800487475768
13,42,2535.535935241063
42,13,2535.535935241063
25,41,2042.8965598483899
41,25,2042.8965598483899
25,3,3680.7993342156283
3,25,3680.7993342156283
25,1,4231.244305684826
1,25,4231.244305684826
25,43,3042.4474053782674
43,25,3042.4474053782674
25,23,542.2391343676836
23,25,542.2391343676836
25,20,1059.5683659825709
20,25,1059.5683659825709
25,24,1227.3472031640015
24,25,1227.3472031640015
25,49,3892.69068581835
49,25,3892.69068581835
25,2,4048.924351424135
2,25,4048.924351424135
25,48,3826.00093424275
48,25,3826.00093424275
25,34,1517.091512756401
34,25,1517.091512756401
25,19,1630.705544149788
19,25,1630.705544149788
25,46,2935.6478808307543
46,25,2935.6478808307543
25,44,3263.7385539018815
44,25,3263.7385539018815
25,33,2805.6063921109208
33,25,2805.6063921109208
25,39,1841.7834964747558
39,25,1841.7834964747558
25,15,1785.2173183253424
15,25,1785.2173183253424
25,35,1066.761620960148
35,25,1066.761620960148
25,36,942.8956914634821
36,25,942.8956914634821
25,40,2205.2333899897662
40,25,2205.2333899897662
25,38,1300.732580400371
38,25,1300.732580400371
25,42,2646.855829202567
42,25,2646.855829202567
41,3,2356.2197907758914
3,41,2356.2197907758914
41,1,2737.583006757305
1,41,2737.583006757305
41,43,999.7987075019664
43,41,999.7987075019664
41,23,2449.502581129065
23,41,2449.502581129065
41,20,2684.2550807942116
20,41,2684.2550807942116
41,24,3143.7704838153577
24,41,3143.7704838153577
41,49,2006.211506231466
49,41,2006.211506231466
41,2,2817.935077728827
2,41,2817.935077728827
41,48,1852.7220245402757
48,41,1852.7220245402757
41,34,931.9347479654538
34,41,931.9347479654538
41,19,3188.508365868152
19,41,3188.508365868152
41,46,1021.3025149954487
46,41,1021.3025149954487
41,44,1223.039011223925
44,41,1223.039011223925
41,33,1357.0331794353447
33,41,1357.0331794353447
41,39,577.7050542800439
39,41,577.7050542800439
41,15,2747.583044189674
15,41,2747.583044189674
41,35,1059.0065199031724
35,41,1059.0065199031724
41,36,1101.5873007466444
36,41,1101.5873007466444
41,40,329.2083122032098
40,41,329.2083122032098
41,38,742.8450705180459
38,41,742.8450705180459
41,42,608.5386774331506
42,41,608.5386774331506
3,1,600.6760902468625
1,3,600.6760902468625
3,43,2136.2442038083273
43,3,2136.2442038083273
3,23,3792.5510621034664
23,3,3792.5510621034664
3,20,3652.6170418790666
20,3,3652.6170418790666
3,24,4276.547832543993
24,3,4276.547832543993
3,49,1341.2152749671363
49,3,1341.2152749671363
3,2,467.13413574634984
2,3,467.13413574634984
3,48,1672.6330412290179
48,3,1672.6330412290179
3,34,3236.327934342424
34,3,3236.327934342424
3,19,3868.110852725507
19,3,3868.110852725507
3,46,1574.2757317577452
46,3,1574.2757317577452
3,44,2089.2211094512995
44,3,2089.2211094512995
3,33,3474.6651743823263
33,3,3474.6651743823263
3,39,2932.303497046615
39,3,2932.303497046615
3,15,3048.311516735275
15,3,3048.311516735275
3,35,3138.193841783455
35,3,3138.193841783455
3,36,2941.395183775209
36,3,2941.395183775209
3,40,2584.1670373251322
40,3,2584.1670373251322
3,38,2757.2976711827782
38,3,2757.2976711827782
3,42,2271.819825889822
42,3,2271.819825889822
1,43,2306.4830445039024
43,1,2306.4830445039024
1,23,4369.810514272959
23,1,4369.810514272959
1,20,4247.222440257637
20,1,4247.222440257637
1,24,4869.4367031067195
24,1,4869.4367031067195
1,49,1223.5864760633049
49,1,1223.5864760633049
1,2,589.1304299458811
2,1,589.1304299458811
1,48,1598.9106063356974
48,1,1598.9106063356974
1,34,3653.9196731322504
34,1,3653.9196731322504
1,19,4468.757068233493
19,1,4468.757068233493
1,46,1818.6078551924497
46,1,1818.6078551924497
1,44,2201.54874038589
44,1,2201.54874038589
1,33,3709.611526605682
33,1,3709.611526605682
1,39,3312.9340150771504
39,1,3312.9340150771504
1,15,3648.075623831197
15,1,3648.075623831197
1,35,3613.4684726578657
35,1,3613.4684726578657
1,36,3447.5496461830926
36,1,3447.5496461830926
1,40,2918.554358639683
40,1,2918.554358639683
1,38,3229.1831561904237
38,1,3229.1831561904237
1,42,2531.958125944116
42,1,2531.958125944116
43,23,3436.806090866224
23,43,3436.806090866224
43,20,3629.131569793324
20,43,3629.131569793324
43,24,4121.459116000402
24,43,4121.459116000402
43,49,1250.753371707348
49,43,1250.753371707348
43,2,2589.3132095703045
2,43,2589.3132095703045
43,48,977.0238167496734
48,43,977.0238167496734
43,34,1801.083051789568
34,43,1801.083051789568
43,19,4099.265774225683
19,43,4099.265774225683
43,46,588.5621683260796
46,43,588.5621683260796
43,44,229.621061793096
44,43,229.621061793096
43,33,1415.058542845721
33,43,1415.058542845721
43,39,1380.7570193831086
39,43,1380.7570193831086
43,15,3553.5428289015663
15,43,3553.5428289015663
43,35,2042.2354606393455
35,43,2042.2354606393455
43,36,2100.325332817302
36,43,2100.325332817302
43,40,916.3765766810034
40,43,916.3765766810034
43,38,1742.6333618961091
38,43,1742.6333618961091
43,42,412.32452621920265
42,43,412.32452621920265
23,20,566.9576236488822
20,23,566.9576236488822
23,24,710.2479266742068
24,23,710.2479266742068
23,49,4174.34275495626
49,23,4174.34275495626
23,2,4117.957124046487
2,23,4117.957124046487
23,48,4149.597610365397
48,23,4149.597610365397
23,34,2032.6668000222924
34,23,2032.6668000222924
23,19,1111.4870372215032
19,23,1111.4870372215032
23,46,3256.681654134181
46,23,3256.681654134181
23,44,3649.796210839828
44,23,3649.796210839828
23,33,3322.6966108734273
33,23,3322.6966108734273
23,39,2326.547215616821
39,23,2326.547215616821
23,15,1431.3621978203341
15,23,1431.3621978203341
23,35,1559.3197797017594
35,23,1559.3197797017594
23,36,1363.2220687969864
36,23,1363.2220687969864
23,40,2651.209439214113
40,23,2651.209439214113
23,38,1726.6861319687357
38,23,1726.6861319687357
23,42,3057.9365873969837
42,23,3057.9365873969837
20,24,628.2416593819877
24,20,628.2416593819877
20,49,4213.785370380057
49,20,4213.785370380057
20,2,3927.958004282059
2,20,3927.958004282059
20,48,4239.613173443372
48,20,4239.613173443372
20,34,2436.640572145732
34,20,2436.640572145732
20,19,577.9552089464026
19,20,577.9552089464026
20,46,3361.949053173302
46,20,3361.949053173302
20,44,3827.18141066634
44,20,3827.18141066634
20,33,3709.430993303575
33,20,3709.430993303575
20,39,2671.58872247127
39,20,2671.58872247127
20,15,933.9402473787827
15,20,933.9402473787827
20,35,1943.6914912205555
35,20,1943.6914912205555
20,36,1678.0168704961102
36,20,1678.0168704961102
20,40,2931.28929362086
40,20,2931.28929362086
20,38,2019.4489728309545
38,20,2019.4489728309545
20,42,3280.561158383117
42,20,3280.561158383117
24,49,4789.987716736873
49,24,4789.987716736873
24,2,4555.9991866557375
2,24,4555.9991866557375
24,48,4792.883646010733
48,24,4792.883646010733
24,34,2738.1538638786155
34,24,2738.1538638786155
24,19,772.4754994627231
19,24,772.4754994627231
24,46,3905.0046856425124
46,24,3905.0046856425124
24,44,4329.804536531493
44,24,4329.804536531493
24,33,4028.3798002851254
33,24,4028.3798002851254
24,39,3036.7903444124054
39,24,3036.7903444124054
24,15,1486.430459893609
15,24,1486.430459893609
24,35,2268.872617633519
35,24,2268.872617633519
24,36,2068.8293849879174
36,24,2068.8293849879174
24,40,3356.04495830143
40,24,3356.04495830143
24,38,2430.6676162961157
38,24,2430.6676162961157
24,42,3750.88639831991
42,24,3750.88639831991
49,2,1686.4831418567087
2,49,1686.4831418567087
49,48,376.5936957868707
48,49,376.5936957868707
49,34,2924.173518642776
34,49,2924.173518642776
49,19,4574.470087522277
19,49,4574.470087522277
49,46,988.6503966463748
46,49,988.6503966463748
49,44,1082.748513924027
44,49,1082.748513924027
49,33,2652.3824384175045
33,49,2652.3824384175045
49,39,2523.6889847284556
39,49,2523.6889847284556
49,15,3859.558359886447
15,49,3859.558359886447
49,35,3038.7676036121657
35,49,3038.7676036121657
49,36,2983.425603605207
36,49,2983.425603605207
49,40,2068.680172600299
40,49,2068.680172600299
49,38,2675.4475629449307
38,49,2675.4475629449307
49,42,1588.661297950402
42,49,1588.661297950402
2,48,2044.5095961070967
48,2,2044.5095961070967
2,34,3687.7695437382254
34,2,3687.7695437382254
2,19,4087.70827751502
19,2,4087.70827751502
2,46,2035.8406420220244
46,2,2035.8406420220244
2,44,2529.2882107834657
44,2,2529.2882107834657
2,33,3939.635106729559
33,2,3939.635106729559
2,39,3392.680513035037
39,2,3392.680513035037
2,15,3244.8600401532003
15,2,3244.8600401532003
2,35,3568.0802149839433
35,2,3568.0802149839433
2,36,3354.158925300745
36,2,3354.158925300745
2,40,3050.316848362698
40,2,3050.316848362698
2,38,3190.7052881975465
38,2,3190.7052881975465
2,42,2737.229160845783
42,2,2737.229160845783
48,34,2738.1059142613253
34,48,2738.1059142613253
48,19,4637.2450518670385
19,48,4637.2450518670385
48,46,893.5977891449699
46,48,893.5977891449699
48,44,776.7933577809098
44,48,776.7933577809098
48,33,2337.45553817143
33,48,2337.45553817143
48,39,2324.657971895382
39,48,2324.657971895382
48,15,3965.55565700383
15,48,3965.55565700383
48,35,2908.4977631052193
35,48,2908.4977631052193
48,36,2894.9104106304044
36,48,2894.9104106304044
48,40,1859.6792542796024
40,48,1859.6792542796024
48,38,2564.1387355553506
38,48,2564.1387355553506
48,42,1358.259935843653
42,48,1358.259935843653
34,19,3004.5315872090146
19,34,3004.5315872090146
34,46,1947.78296753382
46,34,1947.78296753382
34,44,2029.7918972543753
44,34,2029.7918972543753
34,33,1290.2706444254977
33,34,1290.2706444254977
34,39,421.0152307850403
39,34,421.0152307850403
34,15,2815.102610297345
15,34,2815.102610297345
34,35,494.90159585312006
35,34,494.90159585312006
34,36,810.7055840468214
36,34,810.7055840468214
